"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034612","GO:0034612","response to tumor necrosis factor","39/1276","205/13486",1.7158266738238e-05,0.000375706511318115,0.000279501297452934,"CX3CL1/CCL26/SELE/NR1H4/BIRC3/FAS/TRAF1/SMPD3/PYCARD/SFRP1/CCL24/COL1A1/CCL20/STAT1/GBP3/GBP1/TNFAIP3/TNFSF18/PTK2B/H2BC11/CD70/ZFP36/CHI3L1/POSTN/CYP1B1/TNFRSF21/LAPTM5/VCAM1/ZC3H12A/NPNT/CXCL8/FOS/CD14/HAS2/SPHK1/GBA1/TNFRSF18/UBD/UBD",39
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","21/1276","82/13486",1.73022735475448e-05,0.000375706511318115,0.000279501297452934,"ABCC8/OAS1/PYCARD/RIGI/IL23A/OAS3/OAS2/IL1A/IFIH1/IL6/TLR4/IL33/LY96/SPON2/NOD2/LGALS9/CD14/RASGRP1/LPL/HLA-E/HLA-E",21
"GO:0072163","GO:0072163","mesonephric epithelium development","21/1276","82/13486",1.73022735475448e-05,0.000375706511318115,0.000279501297452934,"SOX8/CRLF1/ARG2/WNT11/EYA1/SFRP1/TMEM59L/FGF1/SDC4/PAX8/CITED1/AGT/MYC/GPC3/SHH/RET/GDNF/NPNT/NOG/ROBO2/PTCH1",21
"GO:0072164","GO:0072164","mesonephric tubule development","21/1276","82/13486",1.73022735475448e-05,0.000375706511318115,0.000279501297452934,"SOX8/CRLF1/ARG2/WNT11/EYA1/SFRP1/TMEM59L/FGF1/SDC4/PAX8/CITED1/AGT/MYC/GPC3/SHH/RET/GDNF/NPNT/NOG/ROBO2/PTCH1",21
"GO:0008016","GO:0008016","regulation of heart contraction","31/1276","148/13486",1.76837493959955e-05,0.000380940928430305,0.000283395364577653,"EHD3/CELF2/PKP2/ATP2B4/SREBF1/MYL2/BVES/HBEGF/EPAS1/CASQ2/FKBP1B/POPDC2/KCNJ2/FGF13/ACE2/AGT/ANK2/ADM/KCNE4/GPD1L/UCN/ZC3H12A/ADRA1B/KCNE1/GJC1/CTNNA3/KCNJ12/KCND2/TRDN/APELA/YWHAE",31
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","20/1276","76/13486",1.76952225526836e-05,0.000380940928430305,0.000283395364577653,"PYCARD/EBI3/IL23A/HHLA2/IL1A/IL1B/CD70/IL6/ICOSLG/VCAM1/TGFBR2/SHH/LGALS9/PDCD1LG2/HLA-E/HLA-A/HLA-A/HLA-E/HLA-DPA1/CD24",20
"GO:0002548","GO:0002548","monocyte chemotaxis","12/1276","32/13486",1.82980172670845e-05,0.000388910400897016,0.000289324135645917,"CX3CL1/CCL26/CCL24/SERPINE1/CXCL12/CCL20/TNFSF18/IL6/PTPRO/CXCL10/MSMP/LYN",12
"GO:0048483","GO:0048483","autonomic nervous system development","12/1276","32/13486",1.82980172670845e-05,0.000388910400897016,0.000289324135645917,"SOX8/TP63/NRP1/FN1/EGR2/HLX/ACKR3/VCAM1/RET/GDNF/INSM1/PLXNA4",12
"GO:1900047","GO:1900047","negative regulation of hemostasis","12/1276","32/13486",1.82980172670845e-05,0.000388910400897016,0.000289324135645917,"TFPI/PLAUR/FAP/CEACAM1/PLAT/SERPINE1/PLAU/APOE/PDGFRA/PROS1/PRKG1/PDGFA",12
"GO:0042698","GO:0042698","ovulation cycle","16/1276","53/13486",1.8951536527383e-05,0.000401100874351701,0.000298393057915047,"PTPRN/PTN/MAP2K6/TGFB3/TNFAIP6/EREG/PDGFRA/CYP1B1/MSTN/BMPR1B/ADAMTS1/PTX3/AXL/HAS2/A2M/ROBO2",16
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","28/1276","128/13486",1.92415537373265e-05,0.000405527872043822,0.000301686457314562,"SNAI2/USH2A/ANKRD24/SLC26A4/TIMM13/TBL1X/CRYM/CEMIP/EYA1/ATP6V0A4/CXCL12/COL1A1/ATP6V1B1/CXCR4/MYO7A/COL2A1/DCDC2/GRAP/TMPRSS3/CLRN1/UCN/ITGA2/GJB2/EPS8L2/KCNE1/SLITRK6/POU3F4/COL11A2",28
"GO:0045766","GO:0045766","positive regulation of angiogenesis","29/1276","135/13486",1.98121784392994e-05,0.000414074529381358,0.000308044616523318,"RAPGEF3/NRP1/CCL24/SERPINE1/NR2E1/FGF1/IL1A/TEK/PTK2B/CXCR4/IL1B/C3/CHI3L1/KLF4/CYP1B1/ITGAX/ADAM12/ADM/HMGA2/TGFBR2/ZC3H12A/ANGPTL4/CXCL8/LRG1/SPHK1/C5AR1/AQP1/APELA/ITGB3",29
"GO:1904018","GO:1904018","positive regulation of vasculature development","29/1276","135/13486",1.98121784392994e-05,0.000414074529381358,0.000308044616523318,"RAPGEF3/NRP1/CCL24/SERPINE1/NR2E1/FGF1/IL1A/TEK/PTK2B/CXCR4/IL1B/C3/CHI3L1/KLF4/CYP1B1/ITGAX/ADAM12/ADM/HMGA2/TGFBR2/ZC3H12A/ANGPTL4/CXCL8/LRG1/SPHK1/C5AR1/AQP1/APELA/ITGB3",29
"GO:0051960","GO:0051960","regulation of nervous system development","63/1276","393/13486",2.01181847239771e-05,0.000418725371682444,0.000311504541806066,"SOX8/ABCC8/CX3CL1/SEMA3B/PRKCH/VCAN/CAMK2B/NTN1/HES2/BRINP1/TP73/NRP1/PTN/CXCL12/BMPR1A/RND2/NR2E1/FN1/PROX1/MYB/CXCR4/EGR2/BHLHE41/MYRF/IL1B/LIF/FGF13/LRRC4B/IL6/IL33/ZNF365/AMIGO2/ITGAX/DMRTA2/TNFRSF21/CDKN2B/NTRK2/LGI4/THY1/IL34/CLSTN2/DRAXIN/SHH/SPINT1/ID4/HAP1/LRRN1/SLITRK1/CDH4/NRXN1/NOG/EFNA5/SLITRK6/ROBO2/SLITRK2/NLGN3/MME/L1CAM/TGM2/PLXNA4/SHANK3/LYN/SEMA7A",63
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","32/1276","156/13486",2.03432566531417e-05,0.000421660228810574,0.000313687885321389,"CX3CL1/NR1H4/CXCL2/IRAK3/HCK/PYCARD/SERPINE1/IL1A/GBP3/TNFAIP3/IL1B/ZFP36/CD68/IRAK2/CMPK2/IL6/TLR4/GBP5/LY96/SPON2/CXCL3/CXCL5/ZC3H12A/NOD2/AXL/CXCL10/CXCL11/CXCL8/CD14/TRIB1/PDCD1LG2/LYN",32
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","26/1276","115/13486",2.05231844557299e-05,0.000423068912096502,0.000314735854398997,"CD74/IL4R/CEACAM1/ARG2/SFRP1/IL4I1/JAK3/TNFAIP3/TNFSF18/SDC4/IRF1/FGL2/GPNMB/HLX/TNFRSF21/LAPTM5/ZC3H12A/SHH/AXL/LGALS9/TIGIT/PLA2G2A/PDCD1LG2/HLA-F/HLA-F/LYN",26
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","50/1276","290/13486",2.05892728771521e-05,0.000423068912096502,0.000314735854398997,"NR1H4/POLR3B/BIRC3/ALPK1/TXK/PAK3/OAS1/IRAK3/NLRP1/HCK/PYCARD/RIGI/MAP2K6/HPX/SLC15A3/OAS3/POLR3G/IFIH1/TNFAIP3/TRIM6/NMI/EREG/IRF1/RFTN1/IRAK2/RSAD2/OASL/TLR4/DDX60/PARP9/CD226/MR1/GBP5/LY96/PIK3AP1/CTSS/IFI16/RAET1E/NOD2/CD14/TMEM126A/RASGRP1/LACC1/RAET1G/HLA-E/HLA-E/HLA-F/HLA-F/LYN/IRF7",50
"GO:0050769","GO:0050769","positive regulation of neurogenesis","40/1276","214/13486",2.0664251089243e-05,0.000423068912096502,0.000314735854398997,"SOX8/CX3CL1/PRKCH/VCAN/CAMK2B/NTN1/TP73/NRP1/PTN/CXCL12/RND2/NR2E1/FN1/MYB/CXCR4/EGR2/MYRF/IL1B/LIF/IL6/IL33/ZNF365/DMRTA2/NTRK2/IL34/SHH/SPINT1/ID4/HAP1/SLITRK1/CDH4/EFNA5/ROBO2/MME/L1CAM/TGM2/PLXNA4/SHANK3/LYN/SEMA7A",40
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","21/1276","83/13486",2.11262642035619e-05,0.000430769679857994,0.00032046472657949,"ABCC8/OAS1/PYCARD/RIGI/IL23A/OAS3/OAS2/IL1A/IFIH1/IL6/TLR4/IL33/LY96/SPON2/NOD2/LGALS9/CD14/RASGRP1/LPL/HLA-E/HLA-E",21
"GO:0003015","GO:0003015","heart process","36/1276","185/13486",2.15097166579103e-05,0.000436812707514486,0.000324960347548656,"EHD3/CELF2/PKP2/ATP2B4/SREBF1/MAP2K6/MYL2/BVES/HBEGF/EPAS1/CASQ2/FKBP1B/POPDC2/CXCR4/KCNJ2/FGF13/ACE2/AGT/ANK2/GSN/ADM/KCNE4/GPD1L/TTN/UCN/ZC3H12A/ADRA1B/TCAP/KCNE1/GJC1/CTNNA3/KCNJ12/KCND2/TRDN/APELA/YWHAE",36
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","18/1276","65/13486",2.17338183684235e-05,0.000437818606168723,0.000325708670962001,"TAPBPL/MR1/ERAP2/RAET1E/RAET1G/HLA-E/HLA-C/HLA-C/HLA-A/IFI30/HLA-A/HLA-C/HLA-B/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F",18
"GO:0002526","GO:0002526","acute inflammatory response","18/1276","65/13486",2.17338183684235e-05,0.000437818606168723,0.000325708670962001,"ITIH4/LIPA/IL1A/FN1/CNR1/IL1B/C3/CCR7/SAA2/IL6/OSMR/A2M/F8/SERPINA3/SERPINA1/C2CD4A/HLA-E/HLA-E",18
"GO:0030277","GO:0030277","maintenance of gastrointestinal epithelium","8/1276","15/13486",2.20327683971468e-05,0.000441821026758106,0.000328686212511015,"CRACD/TLR4/RBP4/NEUROD1/NOD2/MUC13/SERPINA3/MUC4",8
"GO:0009611","GO:0009611","response to wounding","68/1276","435/13486",2.21086678062768e-05,0.000441821026758106,0.000328686212511015,"TFPI/CX3CL1/PLAUR/MYLK/TXK/MCAM/FBLN1/FAP/CEACAM1/NRP1/MYL9/TIMP1/PLAT/TFPI2/PTN/SERPINE1/HBEGF/FGF1/IL1A/FN1/TNFAIP3/PPL/FKBP1B/CXCR4/PLAU/SDC4/CDKN1A/EREG/ZFP36/APOE/COL5A1/VAV3/PDGFRA/IL6/DGKB/KLF4/TLR4/IL33/ENTPD1/FZD7/DGKI/KCNB1/F11R/ALOX15/PLPP3/INHBB/ITGA2/SHH/CHMP4C/AXL/LRG1/GAP43/PCSK1/NOG/PROS1/F8/PRKG1/APOD/SERPINA1/PDGFA/OCLN/AQP1/LYN/ITGB3/EPPK1/ANXA8/SOD2/COL3A1",68
"GO:0042574","GO:0042574","retinal metabolic process","9/1276","19/13486",2.26904556358955e-05,0.000448091832557684,0.000333351285657893,"RDH10/ALDH1A2/BCO1/CYP1B1/CYP27C1/AKR1C1/DHRS4L2/BCO2/ABCA4",9
"GO:0071605","GO:0071605","monocyte chemotactic protein-1 production","9/1276","19/13486",2.26904556358955e-05,0.000448091832557684,0.000333351285657893,"NR1H4/OAS1/TRPV4/OAS3/IL1B/MCOLN2/NOD2/LGALS9/APOD",9
"GO:0071637","GO:0071637","regulation of monocyte chemotactic protein-1 production","9/1276","19/13486",2.26904556358955e-05,0.000448091832557684,0.000333351285657893,"NR1H4/OAS1/TRPV4/OAS3/IL1B/MCOLN2/NOD2/LGALS9/APOD",9
"GO:0009913","GO:0009913","epidermal cell differentiation","29/1276","136/13486",2.29472464880976e-05,0.000451385836801168,0.000335801811353173,"CYP26B1/PRKCH/USH2A/TP63/ANKRD24/JAG1/FA2H/SFRP4/IL1A/MYCL/IRF6/PPL/CDKN1A/EREG/TGM3/ZFP36/KRT17/PLAAT4/KRT7/SCEL/KLF4/MYO7A/ABCA12/CLRN1/PITX2/DNASE1L2/KRT86/SLITRK6/PTCH1",29
"GO:0042445","GO:0042445","hormone metabolic process","32/1276","157/13486",2.32787619152548e-05,0.000456118241277024,0.000339322413608464,"CYP26B1/DKK3/PCSK5/DHRS2/PCSK1N/CRYM/IL4I1/RDH10/PAX8/ALDH1A2/ACE2/PDGFRA/RDH5/BCO1/CYP19A1/CYP1B1/RBP4/CYP1A1/SLC26A7/ADM/DAB2/PLB1/SHH/CYP2S1/PCSK1/MBOAT4/CYP27C1/AKR1C1/MME/BCO2/DPP4/AKR1B10",32
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","72/1276","469/13486",2.37521416391029e-05,0.000463582655493152,0.000344875454067662,"CAMKK1/CRLF1/CX3CL1/PLAUR/CD74/FAS/MUSK/ATP2B4/CHRNA3/P2RX7/IL11/NRP1/CEMIP/FAM20A/MAP2K6/HPX/IL23A/HBEGF/FGF1/PDGFRB/OPRD1/PROX1/TEK/MOB3B/TNFSF18/PTK2B/TRIM6/CDKN1A/EREG/IL1B/C3/CCR7/LIF/CHI3L1/AGAP2/AGT/GPNMB/IL6/TLR4/ENPP2/PARP9/FGF5/NTRK2/HMGA2/DAB2/LRRK1/IL34/SQSTM1/PLPP3/NEK10/TGFBR2/UCN/RET/NOD2/AXIN2/EFNA1/RASGRP1/PARP14/SPHK1/TCIM/FZD8/HCLS1/EFNA5/IFNE/TNFRSF18/PDGFA/LYN/ITGB3/PECAM1/CD24/SQSTM1/SEMA7A",72
"GO:0002428","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","14/1276","43/13486",2.42173165958102e-05,0.000467755647627041,0.000347979889792215,"RAET1E/RAET1G/HLA-E/HLA-C/HLA-C/HLA-A/HLA-A/HLA-C/HLA-B/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F",14
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","14/1276","43/13486",2.42173165958102e-05,0.000467755647627041,0.000347979889792215,"CEACAM1/CD226/RAET1E/LGALS9/RASGRP1/HLA-E/HLA-A/HLA-A/HLA-B/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F",14
"GO:0002263","GO:0002263","cell activation involved in immune response","39/1276","208/13486",2.42457074128849e-05,0.000467755647627041,0.000347979889792215,"CD74/GAB2/STXBP2/IL4R/CEACAM1/ICAM1/MFNG/PYCARD/RELB/JAK3/PTGDS/POU2AF1/IL23A/MYB/VAMP8/NR4A3/TNFSF18/PTK2B/NMI/FGL2/DYSF/IL6/HLX/TLR4/IL33/ENPP3/ZC3H12A/NFKBID/LGALS9/ITGAM/JUNB/RASGRP1/TCIM/IFNE/HLA-DRA/HLA-F/HLA-F/LYN/MILR1",39
"GO:0002483","GO:0002483","antigen processing and presentation of endogenous peptide antigen","16/1276","54/13486",2.45895262011756e-05,0.000472571124234087,0.000351562292329774,"ERAP2/RAET1E/RAET1G/HLA-E/HLA-C/HLA-C/HLA-A/HLA-A/HLA-C/HLA-B/HLA-DRA/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F",16
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","24/1276","103/13486",2.49076910125505e-05,0.000476858695110509,0.000354751967213706,"CD74/PYCARD/EBI3/IL23A/HHLA2/IL1A/CDKN1A/IL1B/CD70/VAV3/IL6/TLR4/ICOSLG/VCAM1/TGFBR2/SHH/LGALS9/PDCD1LG2/HLA-E/HLA-A/HLA-A/HLA-E/HLA-DPA1/CD24",24
"GO:0010876","GO:0010876","lipid localization","60/1276","372/13486",2.61892841260987e-05,0.000497667773492019,0.000370232573035593,"GRAMD1B/SREBF1/CEACAM1/SLC27A5/P2RX7/APOL1/PLTP/LIPA/ABCC3/MAP2K6/SLC27A6/IL1A/ATP10B/MYB/IL1B/C3/APOL3/APOE/SLC43A3/AGT/IL6/CYP19A1/RBP4/ITGAV/ABCA8/OSBPL1A/GULP1/ABCA12/SLC10A6/VPS51/DAB2/PLA2R1/ABCA9/ABCA6/ZC3H12A/SHH/BDKRB2/SLCO2A1/LPL/GBA1/ERFE/APOLD1/ABCA13/TNFAIP8L3/OSBP2/ANO9/PTCH1/AKR1C1/PLA2G2A/SERPINA5/APOD/ACSL5/ABCA4/PLIN5/XKR9/APOL6/ITGB3/SLC27A3/CLN8/STRA6",60
"GO:0010934","GO:0010934","macrophage cytokine production","12/1276","33/13486",2.62922567734021e-05,0.000497667773492019,0.000370232573035593,"CD74/P2RX7/IRAK3/ACP5/PYCARD/TGFB3/TLR4/SPON2/LAPTM5/NOD2/AXL/SEMA7A",12
"GO:0010935","GO:0010935","regulation of macrophage cytokine production","12/1276","33/13486",2.62922567734021e-05,0.000497667773492019,0.000370232573035593,"CD74/P2RX7/IRAK3/ACP5/PYCARD/TGFB3/TLR4/SPON2/LAPTM5/NOD2/AXL/SEMA7A",12
"GO:0071805","GO:0071805","potassium ion transmembrane transport","29/1276","137/13486",2.65263469797514e-05,0.000500211114475313,0.00037212465391064,"ABCC8/SLC9A7/ATP12A/KCNK6/CASQ2/KCNJ2/KCNK15/KCNC1/SNAP25/SLC9A5/ANK2/KCNE4/KCNJ16/KCNMA1/KCNB1/KCNF1/KCNK5/KCNK3/KCNJ10/SLC9A4/KCNE1/KCNJ14/KCNJ12/KCND2/KCNH7/LRRC26/AQP1/YWHAE/KCND1",29
"GO:0072676","GO:0072676","lymphocyte migration","20/1276","78/13486",2.6752580480823e-05,0.000500712476461971,0.000372497634738875,"CX3CL1/CCL26/ICAM1/PYCARD/CCL24/DOCK8/CXCL12/CCL20/PTK2B/CCR7/CH25H/F11R/RET/CXCL10/CXCL11/GBA1/APOD/MSMP/ITGB3/PADI2",20
"GO:1905954","GO:1905954","positive regulation of lipid localization","20/1276","78/13486",2.6752580480823e-05,0.000500712476461971,0.000372497634738875,"P2RX7/PLTP/MAP2K6/IL1A/MYB/IL1B/C3/APOE/CYP19A1/ABCA8/ABCA12/DAB2/PLA2R1/ZC3H12A/LPL/ERFE/ABCA13/PTCH1/ACSL5/PLIN5",20
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","15/1276","49/13486",2.86085492477339e-05,0.000533459044708673,0.000396858959433444,"IL4R/JAK3/ZBTB16/IL23A/TNFSF18/HLX/ITPKB/IL2RG/TGFBR2/ZC3H12A/SHH/NFKBID/LGALS9/JUNB/HLA-DRA",15
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","49/1276","286/13486",2.94298924177003e-05,0.000546742001359944,0.000406740618404474,"TNMD/DLX6/CCL26/SNAI2/PTPRN/NGFR/TP63/CEACAM1/NRP1/JAG1/PPP1R16B/FA2H/EYA1/SFRP1/DLX5/PTN/CCL24/CXCL12/BMPR1A/FGF1/STAT1/IRF6/PROX1/TNFAIP3/NR4A3/TEK/EREG/ZFP36/ALDH1A2/APOE/HLX/MYC/GPC3/CDKN2B/DAB2/FZD7/SGPP2/SHH/NOD2/HAS2/LRG1/POLD4/EGR3/NOG/PTCH1/C5AR1/APELA/ITGB3/EPPK1",49
"GO:0007411","GO:0007411","axon guidance","37/1276","195/13486",2.96834205524069e-05,0.000547397196657621,0.000407228041247223,"ANOS1/SEMA3B/NGFR/NTN1/NRCAM/NRP1/EFNA2/NOVA2/DLX5/CXCL12/LGI1/EGR2/CHL1/BMPR1B/EPHA5/PTPRO/UNC5D/DRAXIN/NEXN/NFASC/SHH/RET/GDNF/EFNA1/RAC3/GAP43/CDH4/NRXN1/UNC5C/NOG/EFNA5/ROBO2/PTCH1/PLEKHG4/L1CAM/PLXNA4/SEMA7A",37
"GO:0097485","GO:0097485","neuron projection guidance","37/1276","195/13486",2.96834205524069e-05,0.000547397196657621,0.000407228041247223,"ANOS1/SEMA3B/NGFR/NTN1/NRCAM/NRP1/EFNA2/NOVA2/DLX5/CXCL12/LGI1/EGR2/CHL1/BMPR1B/EPHA5/PTPRO/UNC5D/DRAXIN/NEXN/NFASC/SHH/RET/GDNF/EFNA1/RAC3/GAP43/CDH4/NRXN1/UNC5C/NOG/EFNA5/ROBO2/PTCH1/PLEKHG4/L1CAM/PLXNA4/SEMA7A",37
"GO:0061326","GO:0061326","renal tubule development","21/1276","85/13486",3.11244385641948e-05,0.000571868805267403,0.000425433332215426,"SOX8/PROM1/WNT11/JAG1/EYA1/TMEM59L/FGF1/STAT1/PAX8/CITED1/LIF/AGT/MYC/GPC3/SHH/GDNF/NPNT/NOG/PTCH1/AQP1/CD24",21
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","45/1276","256/13486",3.23001644023501e-05,0.000591305199424044,0.000439892749928279,"CD74/IL4R/PYCARD/IL4I1/EBI3/DOCK8/ZBTB16/IL23A/HHLA2/IL1A/CDKN1A/IL1B/CD70/CCR7/VAV3/IL6/HLX/TLR4/ITPKB/IL2RG/THY1/MMP14/ICOSLG/VCAM1/TGFBR2/SHH/NOD2/AXL/NFKBID/LGALS9/RASGRP1/EGR3/DPP4/PDCD1LG2/HLA-DMA/HLA-E/HLA-A/HLA-A/HLA-DRA/HLA-E/HLA-F/HLA-DPA1/HLA-F/LYN/CD24",45
"GO:0016101","GO:0016101","diterpenoid metabolic process","17/1276","61/13486",3.34195801035901e-05,0.000609573141089483,0.000453482914707089,"CYP26B1/LIPA/RDH10/ALDH1A2/RDH5/BCO1/CYP1B1/RBP4/CYP1A1/PLB1/CYP2S1/CYP27C1/AKR1C1/DHRS4L2/BCO2/AKR1B10/ABCA4",17
"GO:0001570","GO:0001570","vasculogenesis","18/1276","67/13486",3.40340783076419e-05,0.000618532379678014,0.000460148007630018,"CEACAM1/NRP1/PDGFRB/CITED1/RIN2/ITGAV/ACKR3/NTRK2/ADM/TBX6/MYO1E/TGFBR2/SHH/TMEM100/HAS2/JUNB/GJC1/APELA",18
"GO:0042063","GO:0042063","gliogenesis","48/1276","280/13486",3.48312693175149e-05,0.000629573550919861,0.000468361923531207,"SOX8/ABCC8/CX3CL1/PRKCH/VCAN/NTN1/TP73/FA2H/NDRG1/PTN/SOX6/NR2E1/MYB/PTK2B/CXCR4/EGR2/NEUROD4/MYRF/IL1B/MMP24/LIF/ANO1/IL6/TLR4/IL33/ZNF365/FGF5/TNFRSF21/CDKN2B/NTRK2/LGI4/APCDD1/MMP14/IL34/PLPP3/KLF15/SHH/SPINT1/ROR2/GAP43/ID4/GBA1/KCNJ10/NOG/DNER/C5AR1/LYN/COL3A1",48
"GO:0001704","GO:0001704","formation of primary germ layer","24/1276","105/13486",3.48926330055266e-05,0.000629573550919861,0.000468361923531207,"ITGA3/LAMA3/WNT11/EYA1/BMPR1A/COL12A1/COL7A1/FN1/COL5A1/ITGA7/KLF4/DUSP5/ITGAV/COL8A1/CRB2/TBX6/HMGA2/FZD7/MMP14/ITGA2/NOG/LAMB3/APELA/ITGB3",24
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","13/1276","39/13486",3.55710944289995e-05,0.000638885280249515,0.000475289246723019,"CD74/IL23A/TRPV4/TNFSF18/TNFAIP6/CCR7/MSTN/IL34/NOD2/CXCL8/CMKLR1/C5AR1/DPP4",13
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","38/1276","204/13486",3.56634526455072e-05,0.000638885280249515,0.000475289246723019,"CD74/GAB2/STXBP2/IL4R/CEACAM1/ICAM1/MFNG/PYCARD/RELB/JAK3/PTGDS/POU2AF1/IL23A/MYB/VAMP8/NR4A3/TNFSF18/PTK2B/NMI/FGL2/DYSF/IL6/HLX/TLR4/IL33/ENPP3/ZC3H12A/NFKBID/LGALS9/ITGAM/JUNB/RASGRP1/IFNE/HLA-DRA/HLA-F/HLA-F/LYN/MILR1",38
"GO:0050819","GO:0050819","negative regulation of coagulation","12/1276","34/13486",3.71569470293863e-05,0.000663271339143779,0.000493430894246767,"TFPI/PLAUR/FAP/CEACAM1/PLAT/SERPINE1/PLAU/APOE/PDGFRA/PROS1/PRKG1/PDGFA",12
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","15/1276","50/13486",3.73293228434261e-05,0.000663985402066046,0.000493962110787403,"CD74/CTSV/MR1/CTSS/CTSF/HLA-DMA/HLA-E/HLA-A/IFI30/HLA-A/HLA-DRA/HLA-E/HLA-F/HLA-DPA1/HLA-F",15
"GO:0090257","GO:0090257","regulation of muscle system process","33/1276","168/13486",3.83821336180561e-05,0.000680299583845122,0.000506098804820565,"ABCC8/SCN4A/EHD3/PKP2/CAMK2B/ATP2B4/LMCD1/ENO1/CHRNA3/MYL9/TRPV4/MYL2/IGFBP5/CASQ2/NR4A3/FKBP1B/KCNJ2/FGF13/ACE2/AGT/MSTN/ANK2/FBXO32/UCN/ZC3H12A/GUCY1A1/ITGA2/NPNT/ADRA1B/SLN/SPHK1/CTNNA3/PRKG1",33
"GO:0006813","GO:0006813","potassium ion transport","31/1276","154/13486",3.99718043643955e-05,0.000705980882717633,0.000525204026952491,"ABCC8/SLC9A7/ATP12A/FXYD3/KCNK6/CASQ2/PTK2B/KCNJ2/KCNK15/KCNC1/SNAP25/SLC9A5/ANK2/KCNE4/KCNJ16/KCNMA1/KCNB1/KCNF1/KCNK5/KCNK3/KCNJ10/SLC9A4/KCNE1/KCNJ14/KCNJ12/KCND2/KCNH7/LRRC26/AQP1/YWHAE/KCND1",31
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","24/1276","106/13486",4.11260066052986e-05,0.000723817716253255,0.000538473475219883,"CD74/PYCARD/EBI3/IL23A/HHLA2/IL1A/CDKN1A/IL1B/CD70/VAV3/IL6/TLR4/ICOSLG/VCAM1/TGFBR2/SHH/LGALS9/PDCD1LG2/HLA-E/HLA-A/HLA-A/HLA-E/HLA-DPA1/CD24",24
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","22/1276","93/13486",4.18438944282618e-05,0.000733877533049515,0.000545957327008421,"CD74/IL4R/CEACAM1/ARG2/IL4I1/JAK3/CXCL12/TNFSF18/SDC4/IRF1/FGL2/GPNMB/HLX/KLF4/TNFRSF21/LAPTM5/ZC3H12A/SHH/LGALS9/TIGIT/PLA2G2A/PDCD1LG2",22
"GO:0019216","GO:0019216","regulation of lipid metabolic process","44/1276","251/13486",4.21473253067596e-05,0.000736623636720231,0.000548000250183249,"PDK4/NR1H4/SNAI2/CD74/DKK3/SREBF1/FMO4/CEACAM1/SORBS1/SEC14L2/EEF1A2/MTMR4/FGF1/PDGFRB/IL1A/PROX1/CNR1/NR4A3/TEK/RDH10/IL1B/C3/CCR7/APOE/FMO5/PDGFRA/AVIL/AGAP2/CH25H/DHH/C1QTNF2/ADM/DAB2/IGFBP7/HPGD/NOD2/ALK/SPHK1/ERFE/PRKG1/APOD/SERPINA3/PDGFA/PLIN5",44
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","14/1276","45/13486",4.304305005234e-05,0.000749666455078254,0.000557703261825823,"CD74/CTSV/CTSS/CTSF/HLA-DMA/HLA-E/HLA-A/IFI30/HLA-A/HLA-DRA/HLA-E/HLA-F/HLA-DPA1/HLA-F",14
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","31/1276","155/13486",4.55275097835915e-05,0.000790193733821781,0.000587852930915432,"CD74/CEACAM1/JAG1/SFRP1/ZBTB16/IL23A/LOX/STAT1/MYB/PTK2B/TNFAIP6/PRMT1/ZFP36/LIF/CD101/TLR4/MYC/ITPKB/KLF10/IL34/H4C8/ROR2/FOS/TRIB1/ERFE/HCLS1/ISG15/LYN/H4C15/IRF7/EVI2B",31
